Title,Authors,ISBN13,MyRating,Publisher,DateRead,externalLink
"The foundation for an open source city","Hibbets, Jason",9781300923176,5,Lulu,2013/08/11,
"The Great Hunt (The Wheel of Time, #2)","Jordan, Robert",9780812517729,2,"Tor Books",2013/08/01,
"White Noise","DeLillo, Don",9780140283303,5,"Penguin Books",2013/07/14,
"The Eye of the World (The Wheel of Time, #1)","Jordan, Robert",9780812511819,3,"Tor Books",2013/07/11,
"White Teeth","Smith, Zadie",9780375703867,5,Vintage,2013/07/10,
"In Search Of Lost Time, Vol 6: Time Regained and A Guide to Proust","Proust, Marcel",9781409019091,5,"Vintage Digital",2013/06/07,
"Dream City: Race, Power, and the Decline of Washington, D.C.","Jaffe, Harry S.",9780671768461,5,"Simon & Schuster",2013/05/20,
"The Pale King","Wallace, David Foster",9780316074230,4,"Little, Brown & Company",2013/04/06,
"Children of Dune (Dune Chronicles #3)","Herbert, Frank",,3,"Ace Books",2013/03/13,
"Dune Messiah (Dune Chronicles #2)","Herbert, Frank",9780441172696,3,"Ace Books",2013/03/01,
"The Prisoner and the Fugitive (In Search of Lost Time #5)","Proust, Marcel",9780141180359,5,"Penguin Classics",2013/02/14,
"The Information Diet: A Case for Conscious Consumption","Johnson, Clay A.",9781449304683,2,O'Reilly,2013/02/14,
"Big Data Now: Current Perspectives from O'Reilly Radar","Team, O'Reilly Radar",,4,,2013/02/08,
"How to Hike the AT: The Nitty-Gritty Details of a Long-Distance Trek","Ray, Michelle",9780811735421,5,"Stackpole Books",2013/02/02,
Windeye,"Evenson, Brian",9781566892988,5,"Coffee House Press",2012/11/11,
"Proust and the Squid: The Story and Science of the Reading Brain","Wolf, Maryanne",9780060186395,3,Harper,2012/08/27,
Cryptonomicon,"Stephenson, Neal",9780060512804,5,Avon,2012/07/20,
"Shambhala Guide to Traditional Chinese Medicine","Reid, Daniel",9781570621413,2,Shambhala,2012/06/10,
"The Chronology of Water","Yuknavitch, Lidia",9780979018831,5,"Hawthorne Books",2012/06/03,
"The Street of Crocodiles and Other Stories","Schulz, Bruno",9780143105145,5,"Penguin Books",2012/05/15,
"Encyclopedia of the Exquisite: An Anecdotal History of Elegant Delights","Jenkins, Jessica Kerwin",9780385529693,4,"Nan A. Talese",2012/04/29,
"The Skating Rink","Bolaño, Roberto",9780811217132,5,"New Directions",2012/04/12,
"The Difference Engine ","Gibson, William",9780553294613,5,"Spectra Books",2012/03/15,
"Dune (Dune Chronicles, #1)","Herbert, Frank",9780340839935,4,"Hodder & Stoughton",2012/01/19,
"Infinite Jest","Wallace, David Foster",9780316921176,5,"Back Bay Books",2012/01/07,
"The Secret Ninja Cucumber Scrolls","Florinier, David de",,4,,2011/10/26,
"Designing Interfaces: Patterns for Effective Interaction Design","Tidwell, Jenifer",9780596008031,4,"O'Reilly Media",2011/10/26,
"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead","Dostoyevsky, Fyodor",9780451529558,5,Signet,2011/10/06,
"Poison the Cure (Poison the Cure, #1)","Ziade, Jad",,4,"The New Radio",2011/10/01,
Falconer,"Cheever, John",9780679737865,5,Vintage,2011/10/01,
"Ruby on Rails 3 Tutorial: Learn Rails by Example (Addison-Wesley Professional Ruby Series)","Hartl, Michael",9780321743121,5,"Addison-Wesley Professional",2011/09/30,
"A Home for Mr. Easter","Allen, Brooke A.",9781561635801,5,"NBM Publishing",2011/09/20,
"The Agile Samurai: How Agile Masters Deliver Great Software","Rasmusson, Jonathan",,4,"The Pragmatic Programmers",2011/09/18,
"A Brief History of Time","Hawking, Stephen",9780553380163,4,"Bantam Books",2011/09/18,
"Rice Boy","Dahm, Evan",9781607021339,5,ComiXpress,2011/09/11,
"The Metamorphosis and Other Stories","Kafka, Franz",9781593080297,5,"Barnes  Noble Classics",2011/09/09,
"Yeah. No. Totally.","Wells, Lisa",,3,"Perfect Day Publishing",2011/09/09,
"A Walk in the Woods: Rediscovering America on the Appalachian Trail","Bryson, Bill",9780307279460,4,"Anchor Books",2011/09/07,
"The Handmaid's Tale (The Handmaid's Tale, #1)","Atwood, Margaret",9780385490818,5,"Anchor Books",2011/08/25,
"It's a Good Life, If You Don't Weaken: A Picture Novella","Seth, Seth",9781896597706,4,"Drawn and Quarterly",2011/08/16,
"Interesting Women: Stories","Lee, Andrea",9780812966848,4,"Random House Trade Paperbacks",2011/08/15,
Incendiary,"Cleave, Chris",9781400096688,3,Anchor,2011/07/08,
"City of Bones (The Mortal Instruments, #1)","Clare, Cassandra",9781416914280,4,"Margaret K. McElderry Books",2011/07/02,
"Don't Make Me Think: A Common Sense Approach to Web Usability","Krug, Steve",9780321344755,3,"New Riders Publishing",2011/06/16,
"Unaccustomed Earth","Lahiri, Jhumpa",9780676979343,5,Knopf,2011/06/12,
"The Death of Artemio Cruz","Fuentes, Carlos",9780374522834,5,"Farrar, Straus and Giroux",2011/06/10,
"Casanova, Vol. 1: Luxuria","Fraction, Matt",9781582406893,5,"Image Comics",2011/05/09,
"Transmetropolitan, Vol. 2: Lust for Life","Ellis, Warren",9781563894817,5,Vertigo,2011/05/09,
"Fables, Vol. 3: Storybook Love","Willingham, Bill",9781401202569,4,Vertigo,2011/05/09,
"Charles Dickens","Slater, Michael",9780300112078,5,"Yale University Press",2011/05/01,
"Fear and Loathing in Las Vegas","Thompson, Hunter S.",9780679785897,4,"Vintage Books",2011/04/20,
"The Imperfectionists","Rachman, Tom",9780385343664,5,"The Dial Press",2011/04/20,
"Special Topics in Calamity Physics","Pessl, Marisha",9780670037773,5,"Penguin Books Ltd",2011/03/19,
"The Black Swan: The Impact of the Highly Improbable","Taleb, Nassim Nicholas",9781400063512,2,"Random House ",2011/02/19,
"Ext JS in Action","García, Jesús",9781935182115,3,"Manning Publications",2011/02/19,
"Specimen Days","Cunningham, Michael",9780312425029,5,"Picador USA",2011/02/09,
"The Best American Short Stories 1988","Ravenel, Shannon",9780395442579,5,"Houghton Mifflin",2011/02/07,
"The Beat: Go-Go Music from Washington, D.C.","Lornell, Kip",9781604732412,4,"University Press of Mississippi",2011/01/27,
"Dracula: A Classic Pop-Up Tale","Bampton, Claire",9780789320506,5,"Universe Publishing(NY)",2011/01/16,
"Ender's Game (Ender's Saga, #1)","Card, Orson Scott",9780812533552,5,TOR,2010/12/09,
"The Brief Wondrous Life of Oscar Wao","Díaz, Junot",9781594489587,5,"Riverhead Books",2010/11/01,
"Animal Dreams","Kingsolver, Barbara",9780060921149,3,"Harper Perennial",2010/10/28,
"Flight, Vol. 1 (Flight, #1)","Kibuishi, Kazu",9781582403816,4,"Image Comics",2010/09/28,
"The Real Trial of Oscar Wilde","Holland, Merlin",9780007158058,5,"Harper Perennial",2010/09/28,
"Oscar Wilde: A Summing Up","Douglas, Alfred Bruce",9780841438156,3,Icon,2010/09/28,
"Black Hole","Burns, Charles",9780375423802,5,Pantheon,2010/09/10,
"Ex Machina, Vol. 3: Fact v. Fiction  (Ex Machina, #3)","Vaughan, Brian K.",9781401209889,5,WildStorm,2010/09/06,
"De Profundis","Wilde, Oscar",,4,Fontamara,2010/08/28,
"The Utopian Vision of H.G. Wells","Busch, Justin E.A.",9780786446056,2,"McFarland & Company",2010/08/13,
"Marvel 1602","Gaiman, Neil",9780785123118,3,Marvel,2010/08/03,
"The Surrogates","Venditti, Robert",9781891830877,5,"Top Shelf Productions",2010/08/02,
"Marvel Zombies","Kirkman, Robert",9780785120148,3,Marvel,2010/08/01,
"Ex Machina, Vol. 2: Tag (Ex Machina, #2)","Vaughan, Brian K.",9781401206260,5,"Wildstorm Signature",2010/08/01,
"Ex Machina, Vol. 1: The First Hundred Days (Ex Machina, #1)","Vaughan, Brian K.",9781401206123,5,"Wildstorm Signature",2010/08/01,
"The Walking Dead, Vol. 8: Made to Suffer","Kirkman, Robert",9781582408835,0,"Image Comics",2010/08/01,
"The Walking Dead, Vol. 7: The Calm Before","Kirkman, Robert",9781582408286,4,"Image Comics",2010/08/01,
"The Walking Dead, Vol. 6: This Sorrowful Life","Kirkman, Robert",9781582406848,4,"Image Comics",2010/08/01,
"The Walking Dead, Vol. 5: The Best Defense","Kirkman, Robert",9781582406121,4,"Image Comics",2010/08/01,
"The Walking Dead, Vol. 4: The Heart's Desire","Kirkman, Robert",9781582405308,4,"Image Comics",2010/08/01,
"The Walking Dead, Vol. 3: Safety Behind Bars","Kirkman, Robert",9781582404875,4,"Image Comics",2010/08/01,
"The Walking Dead, Vol. 2: Miles Behind Us","Kirkman, Robert",9781582404134,4,"Image Comics",2010/08/01,
"The Walking Dead, Vol. 1: Days Gone Bye","Kirkman, Robert",9781582406725,4,"Image Comics",2010/08/01,
"The Picture of Dorian Gray","Wilde, Oscar",,5,"Random House: Modern Library",2010/08/01,
"Tokyo Year Zero (Tokyo Trilogy, #1)","Peace, David",9780307263742,5,Knopf,2010/07/17,
"A Heartbreaking Work of Staggering Genius","Eggers, Dave",9780375725784,4,Vintage,2010/07/13,
"In a Glass Darkly","Fanu, J. Sheridan Le",9780192839473,5,"Oxford University Press",2010/07/08,
Ruskin,"Landow, George P.",9780192876034,4,"Oxford University Press, USA",2010/07/07,
"Sodom and Gomorrah (In Search of Lost Time, #4)","Proust, Marcel",9780143039310,4,"Penguin Classics",2010/07/01,
"Notes From a Defeatist","Sacco, Joe",9781560975106,4,Fantagraphics,2010/05/31,
"The Lurker at the Threshold","Derleth, August",9780786711888,3,"Running Press",2010/05/23,
"Whiteout Volume 1 - The Definitive Edition","Rucka, Greg",9781932664706,4,"Oni Press",2010/05/22,
"30 Days of Night, Vol. 1","Niles, Steve",9780971977556,5,"IDW Publishing",2010/05/21,
"The Animal Estate: The English and Other Creatures in Victorian England","Ritvo, Harriet",9780674037076,5,"Harvard University Press",2010/05/17,
"The Companion Species Manifesto: Dogs, People, and Significant Otherness","Haraway, Donna J.",9780971757585,5,"Prickly Paradigm Press",2010/05/17,
"Our Mutual Friend","Dickens, Charles",9780375761140,4,"Modern Library",2010/04/23,
"Lame Deer, Seeker of Visions","Deer, John Fire Lame",9780671888022,3,"Simon  Schuster",2010/04/22,
"Bleak House","Dickens, Charles",9780143037613,4,"Penguin Books",2010/04/18,
"The Cambridge Companion to the Fin de Siècle","Marshall, Gail",9780521615617,4,"Cambridge University Press",2010/03/27,
"A Thousand Plateaus: Capitalism and Schizophrenia","Deleuze, Gilles",9780816614028,5,"University of Minnesota Press",2010/03/27,
"Gut Feelings: The Intelligence of the Unconscious","Gigerenzer, Gerd",9780670038633,3,"Viking Books",2010/03/18,
"Nicholas Nickleby","Dickens, Charles",9780140435122,3,Penguin,2010/03/01,
"Newave!: The Underground Mini Comix of the 1980s","Dowers, Michael",9781606993132,4,Fantagraphics,2010/03/01,
"Oliver Twist","Dickens, Charles",9780141439747,4,"Penguin Books",2010/01/31,
"The Serious Pleasures of Suspense: Victorian Realism and Narrative Doubt","Levine, Caroline",9780813922171,3,"University of Virginia Press",2010/01/20,
"Mixed Feelings: Feminism,  Mass Culture, and Victorian Sensationalism","Cvetkovich, Ann",9780813518572,4,"Rutgers University Press",2010/01/20,
"An Archive of Feelings: Trauma, Sexuality, and Lesbian Public Cultures","Cvetkovich, Ann",9780822330882,4,"Duke University Press Books",2010/01/20,
"Mourning Sex: Performing Public Memories","Phelan, Peggy",9780415147590,4,Routledge,2010/01/20,
"The Secret Agent","Conrad, Joseph",9780192801692,5,"Oxford University Press",2010/01/20,
"Fictions of Loss in the Victorian Fin de Siècle: Identity and Empire","Arata, Stephen",9780521101271,4,"Cambridge University Press",2010/01/10,
"The Maiden Tribute Of Modern Babylon: The Report Of The Secret Commission","Simpson, Antony E.",9780979111600,5,"True Bill Press",2010/01/09,
"Bram Stoker: A Biography of the Author of Dracula","Belford, Barbara",9780679418320,4,Knopf,2010/01/09,
"Eating Animals","Foer, Jonathan Safran",9780316069908,5,"Little, Brown and Company",2010/01/07,
"Promethea, Vol. 3","Moore, Alan",9781401200947,5,WildStorm,2009/12/21,
"Promethea, Vol. 4","Moore, Alan",9781401200312,5,WildStorm,2009/12/21,
"The Dharma Bums","Kerouac, Jack",,4,"Penguin Books",2009/12/04,
"The Doll's House (The Sandman, #2)","Gaiman, Neil",9781563892257,3,Vertigo,2009/12/01,
"Strange Case of Dr. Jekyll and Mr. Hyde","Stevenson, Robert Louis",9780393974652,5,"W. W. Norton & Company",2009/11/16,
"Essential Monster of Frankenstein, Vol. 1","Friedrich, Gary",9780785116349,2,"Marvel Comics",2009/11/12,
"The Invisible Man","Wells, H.G.",9780786404100,5,"McFarland & Company",2009/11/07,
Epileptic,"B., David",9780375714689,5,Pantheon,2009/11/01,
"The League of Extraordinary Gentlemen, Vol. 1","Moore, Alan",9781563898587,5,"America's Best Comics",2009/10/18,
"Transmetropolitan, Vol. 1: Back on the Street","Ellis, Warren",9781563894459,5,Vertigo,2009/10/14,
"Antigone's Claim: Kinship Between Life and Death","Butler, Judith",9780231118958,4,"Columbia University Press",2009/10/11,
"The Remains of the Day","Ishiguro, Kazuo",,5,"Faber & Faber",2009/10/04,
"The Elementary Particles","Houellebecq, Michel",9780375727016,5,Vintage,2009/09/11,
"Everything Is Illuminated","Foer, Jonathan Safran",9780060529703,4,"Harper Perennial",2009/09/07,
"The letters of Madame de Sévigné, with an introduction by A. Edward Newton, Volume 1 of 7","Sévigné, Marie de Rabutin-Chantal de",,2,"J.P. Horn & Company",2009/08/31,
"Atmospheric Disturbances","Galchen, Rivka",9780374200114,4,"Farrar Straus Giroux",2009/08/23,
"Revisions of Goodloe Byron","Byron, Goodloe",1901440000000,5,"Brown Paper Publishing",2009/08/21,
Hyper/Text/Theory,"Landow, George P.",9780801848384,3,"Johns Hopkins University Press",2009/08/18,
"Promethea, Vol. 2","Moore, Alan",9781563899577,5,"America's Best Comics",2009/08/09,
"The Future of Ideas: The Fate of the Commons in a Connected World","Lessig, Lawrence",9780375726446,5,Vintage,2009/08/08,
"Sounds of Your Name","Powell, Nate",9780977055791,4,Microcosm.,2009/08/01,
"How the Scots Invented the Modern World","Herman, Arthur",9780609809990,5,"Random House",2009/07/30,
"Reflections on the Revolution in France ","Burke, Edmund",9780192839787,5,"Oxford University Press, USA",2009/07/16,
Inkweed,"Wright, Chris",9780979746543,5,"Sparkplug Books",2009/07/15,
"Avengers: Disassembled","Bendis, Brian Michael",9780785114826,4,Marvel,2009/06/28,
"Understanding Comics: The Invisible Art","McCloud, Scott",9780060976255,2,"William Morrow Paperbacks",2009/06/27,
"E-Crit: Digital Media, Critical Theory, and the Humanities","O'Gorman, Marcel",9780802090379,5,"University of Toronto Press",2009/06/13,
Zoology,"Dolnick, Ben",9780307279156,4,Vintage,2009/06/11,
"Spychips: How Major Corporations and Government Plan to Track Your Every Move with RFID","Albrecht, Katherine",9781595550200,1,"Thomas Nelson",2009/06/01,
"Hellboy, Vol. 3: The Chained Coffin and Others","Mignola, Mike",9781593070915,5,"Dark Horse",2009/05/31,
"The Crying of Lot 49","Pynchon, Thomas",9780060913076,4,"Harper Perennial",2009/05/31,
"The Guermantes Way  (In Search of Lost Time, #3)","Proust, Marcel",9780143039228,5,"Penguin Classics",2009/05/26,
"The Ultimates, Volume 2: Homeland Security","Millar, Mark",9780785110781,4,Marvel,2009/05/23,
"Sin City, Vol. 4: That Yellow Bastard (Sin City, #4)","Miller, Frank",,4,"Dark Horse",2009/05/19,
"Form And History In American Literary Naturalism","Howard, June",9780807816509,4,"University of North Carolina Press",2009/05/17,
"The Heart Is a Lonely Hunter","McCullers, Carson",9780618084746,5,"Mariner Books",2009/05/15,
"Hypertext: The Convergence of Contemporary Critical Theory and Technology","Landow, George P.",9780801842818,3,"Johns Hopkins University Press",2009/05/01,
Dracula,"Stoker, Bram",9780393970128,5,Norton,2009/04/18,
"The Professor's House","Cather, Willa",9781844083763,5,Virago,2009/04/04,
"Melmoth the Wanderer","Maturin, Charles Robert",9780140447613,5,"Penguin Books",2009/03/31,
"The House of Mirth","Wharton, Edith",9781844082933,5,Virago,2009/03/23,
"Northanger Abbey","Austen, Jane",9781593082642,4,"Barnes & Noble Classics",2009/03/19,
"The Saturated World: Aesthetic Meaning, Intimate Objects, Women?s Lives, 1890?1940","Gordon, Beverly",9781572335424,0,"Univ Tennessee Press",2009/03/17,
"The Social Construction of American Realism","Kaplan, Amy",9780226424309,5,"University of Chicago Press",2009/03/11,
"Bread Givers","Yezierska, Anzia",9780892552900,4,Persea,2009/03/11,
"The Complete Crumb Comics, Vol. 11: Mr. Natural Committed to a Mental Institution!","Crumb, Robert",9781560971726,3,Fantagraphics,2009/03/10,
"The Autobiography of an Ex-Colored Man","Johnson, James Weldon",9780809000326,5,"Farrar, Strauss & Giroux-3pl",2009/03/07,
"Church and State II (Cerebus, #4)","Sim, Dave",9780919359116,5,"Aardvark Vanaheim",2009/03/06,
"Tales of the TMNT: The Collected Books, Volume 1","Murphy, Steve",9780978702908,2,,2009/02/28,
Zofloya,"Dacre, Charlotte",9781551111469,4,"Broadview Press Inc",2009/02/28,
"American Elf: The Collected Sketchbook Diaries, Vol. 1","Kochalka, James",9781891830495,5,"Top Shelf Productions",2009/02/25,
"Maggie: A Girl of the Streets","Crane, Stephen",9781420925241,3,Digireads.com,2009/02/22,
"The Monk","Lewis, Matthew Gregory",9780140436037,5,"Penguin Classics",2009/02/21,
"Epistemology of the Closet","Sedgwick, Eve Kosofsky",9780520078741,5,"University of California Press",2009/02/18,
Passing,"Larsen, Nella",9780142437278,5,Penguin,2009/02/14,
"The Spoils of Poynton","James, Henry",9780809594047,5,"Wildside Press",2009/02/09,
"The Mysteries of Udolpho","Radcliffe, Ann",9780140437591,5,"Penguin Classics",2009/02/09,
"Y: The Last Man, Vol. 10: Whys and Wherefores (Y: The Last Man, #10)","Vaughan, Brian K.",9781401218133,5,Vertigo,2009/02/06,
"Sister Carrie","Dreiser, Theodore",9780393960426,4,"W. W. Norton & Company",2009/02/02,
"The Complete Buddy Bradley Stories from Hate Comics, Vol. 2: Buddy Does Jersey, 1994-1998","Bagge, Peter",9781560978374,4,Fantagraphics,2009/02/01,
"Radium Watch Dial Painters: Poems","Butterworth, D.S.",9780976211495,5,"Lost Horse Press",2009/01/27,
"The History of Love","Krauss, Nicole",9780393328622,4,Norton,2009/01/16,
"The Castle of Otranto","Walpole, Horace",9780192834409,5,"Oxford University Press",2009/01/12,
"The Wild Trees: A Story of Passion and Daring","Preston, Richard",9781400064892,3,"Random House (NY)",2009/01/03,
"Promethea, Vol. 1","Moore, Alan",9781563896675,5,"America's Best Comics",2008/12/21,
"Wallington's World: A Puritan Artisan in Seventeenth-Century London","Seaver, Paul S.",9780804712675,4,"Stanford University Press",2008/12/15,
"Patriarchalism in Pol Thought","Schochet, Gordon J.",9780631137801,5,"Blackwell Publishers",2008/12/15,
"British Autobiography In The Seventeenth Century","Delany, Paul",9780710064103,4,,2008/12/12,
"The Abstract: Tales of Wickedness and Sorrow","Byron, Goodloe",6444437000000,5,"Brown Paper Publishing",2008/12/11,
"Foreign Bodies and the Body Politic: Discourses of Social Pathology in Early Modern England","Harris, Jonathan Gil",9780521034685,5,"Cambridge University Press",2008/12/07,
"Body Narratives: Writing the Nation and Fashioning the Subject in Early Modern England","Scholz, Susanne",9780312227838,5,"Palgrave Macmillan",2008/12/07,
"Publics and Counterpublics","Warner, Michael",9781890951290,5,"Zone Books",2008/12/07,
"No Future: Queer Theory and the Death Drive","Edelman, Lee",9780822333692,3,"Duke University Press Books",2008/11/20,
"In a Queer Time and Place: Transgender Bodies, Subcultural Lives","Halberstam, J. Jack",9780814735855,4,"New York University Press",2008/11/15,
"Ali and Nino","Said, Kurban",9780385720403,5,"Anchor Books",2008/10/30,
"Bodies That Matter: On the Discursive Limits of ""Sex""","Butler, Judith",9780415903660,5,Routledge,2008/10/30,
"Disidentifications: Queers of Color and the Performance of Politics","Muñoz, José Esteban",9780816630158,5,"Univ Of Minnesota Press",2008/10/19,
"Post Office","Bukowski, Charles",9780876850862,5,"Ecco Press",2008/10/16,
"The Incredible Hulk: Planet Hulk","Pak, Greg",9780785122456,3,Marvel,2008/10/16,
"Novo, Vol. 1: The Birth of Novo (Novo #1)","Bracco, Michael S.",9780979787447,4,Alterna,2008/10/03,
"Church and State I (Cerebus, #3)","Sim, Dave",9780919359093,5,Aardvark-Vanheim,2008/09/30,
"Up, Up, and Oy Vey! How Jewish History, Culture, and Values Shaped the Comic Book Superhero","Weinstein, Simcha",9781881927327,3,"Leviathan Press",2008/09/26,
"Birth, Marriage, and Death: Ritual, Religion, and the Life Cycle in Tudor and Stuart England","Cressy, David",9780198207887,4,"Oxford University Press, USA",2008/09/25,
"Swamp Thing, Vol. 1: Saga of the Swamp Thing","Moore, Alan",9780930289225,4,Vertigo,2008/09/20,
"Three Essays on the Theory of Sexuality","Freud, Sigmund",9780465097081,4,"Basic Books",2008/09/20,
"Hellboy, Vol. 2: Wake the Devil","Mignola, Mike",9781593070953,5,"Dark Horse Books",2008/09/16,
"Fables, Vol. 2: Animal Farm","Willingham, Bill",9781401200770,4,Vertigo,2008/09/15,
"The Ultimates, Volume 1: Super-Human","Millar, Mark",9780785109600,4,Marvel,2008/09/10,
"The Incredible Hulk: Prelude To Planet Hulk","Way, Daniel",9780785119531,4,Marvel,2008/09/10,
"The History of Sexuality, Volume 1: An Introduction","Foucault, Michel",9780679724698,5,Vintage,2008/09/10,
"Slow Food: The Case for Taste (Arts and Traditions of the Table)","Petrini, Carlo",9780231128452,3,"Columbia University Press",2008/09/10,
"Preludes & Nocturnes (The Sandman, #1)","Gaiman, Neil",9781401284770,5,"DC Comics/Vertigo",2008/09/09,
"Snow Crash","Stephenson, Neal",9780553380958,4,"Bantam Books",2008/09/02,
Watchmen,"Moore, Alan",9780930289232,5,"DC Comics",2008/09/01,
"The Amazing Adventures of Kavalier & Clay","Chabon, Michael",9780312282998,4,"Picador USA",2008/08/24,
"In the Shadow of Young Girls in Flower (In Search of Lost Time, #2)","Proust, Marcel",9780143039075,5,"Penguin Classics",2008/08/24,
"I Spit on Your Graves (Vernon Sullivan, #1)","Vian, Boris",9780966234602,4,"Tamtam Books",2008/08/01,
"Batman: The Dark Knight Returns","Miller, Frank",9781563893414,4,"DC Comics",2008/07/29,
"The Complete Joy of Homebrewing","Papazian, Charles",9780060531058,4,"William Morrow Paperbacks",2008/07/15,
"The Corrections","Franzen, Jonathan",9781841156736,5,"Fourth Estate Paperbacks",2008/07/15,
"The Annotated H.P. Lovecraft","Lovecraft, H.P.",9780440506607,4,Dell,2008/06/29,
"Swann's Way (In Search of Lost Time, #1)","Proust, Marcel",9780142437964,5,"Penguin Classics",2008/06/16,
"World War Z: An Oral History of the Zombie War","Brooks, Max",9780307346605,2,Crown,2008/06/13,
"The Maxx, Vol. 1","Kieth, Sam",9781401201241,3,Wildstorm,2008/06/02,
"Madman Volume 3","Allred, Mike",9781582408934,5,"Image Comics",2008/05/26,
"Universe X, Vol. 1 (Earth X 2)","Krueger, Jim",9780785108672,4,"Marvel Comics",2008/05/21,
"A Connecticut Yankee in King Arthur's Court","Twain, Mark",,3,"Simon  Schuster",2008/05/13,
"Superman: Red Son","Millar, Mark",9781401201913,5,"DC Comics",2008/05/05,
"Hellboy, Vol. 1: Seed of Destruction","Mignola, Mike",9781593070946,4,"Dark Horse ",2008/05/01,
"Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)","Vaughan, Brian K.",9781401210106,4,Vertigo,2008/05/01,
"Real Food: What to Eat and Why","Planck, Nina",9781596911444,4,Bloomsbury,2008/04/26,
"Sin City, Vol. 2: A Dame to Kill For (Sin City, #2)","Miller, Frank",9781593072940,5,"Dark Horse",2008/04/25,
"Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)","Vaughan, Brian K.",9781401210090,5,Vertigo,2008/04/15,
"Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)","Vaughan, Brian K.",9781401204877,3,Vertigo,2008/04/02,
"What Is the What","Eggers, Dave",9781932416640,3,McSweeney's,2008/03/09,
"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)","Vaughan, Brian K.",9781401205010,5,Vertigo,2008/03/01,
"How to Be Idle","Hodgkinson, Tom",9780060779696,4,"Harper Perennial",2008/03/01,
"Second Foundation (Foundation #3)","Asimov, Isaac",9780553803730,5,"Bantam Spectra",2008/03/01,
"Foundation and Empire (Foundation #2)","Asimov, Isaac",9780553803723,4,"Spectra Books",2008/03/01,
"Foundation (Foundation, #1)","Asimov, Isaac",9780553293357,4,"Spectra Books",2008/02/01,
"High Society (Cerebus, #2)","Sim, Dave",9780919359079,4,Aardvark-Vanaheim,2008/02/01,
"Y: The Last Man, Vol. 4: Safeword (Y: The Last Man, #4)","Vaughan, Brian K.",9781401202323,5,Vertigo,2008/02/01,
"Concrete, Volume 3: Fragile Creature","Chadwick, Paul",9781593074647,3,"Dark Horse Books",2008/02/01,
"A Hero of Our Time","Lermontov, Mikhail",9780140441765,4,"Penguin Classics",2008/02/01,
Lolita,"Nabokov, Vladimir",,5,Penguin,2008/02/01,
"Lucky Jim","Amis, Kingsley",9780140186307,4,"Penguin Classics",2008/02/01,
"The War against Cliché: Essays and Reviews 1971-2000","Amis, Martin",9780375727160,4,Vintage,2008/02/01,
"Earth X","Krueger, Jim",9780785107552,4,"Marvel Comics Group",2007/06/24,
"Caleb Williams","Godwin, William",9780141441238,4,"Penguin Classics",2007/06/22,
"Franny and Zooey","Salinger, J.D.",9780606288330,5,"Turtleback Books",2007/06/11,
"A Long Way Gone: Memoirs of a Boy Soldier","Beah, Ishmael",9780374105235,4,"Sarah Crichton Books",2007/04/23,
"Fahrenheit 451","Bradbury, Ray",9788445074879,3,"Del Rey",2007/04/21,
"Snow Falling on Cedars","Guterson, David",9780679764021,4,Vintage,2007/04/20,
"Tess of the D'Urbervilles","Hardy, Thomas",9780199537051,5,"Penguin Classics",2007/03/26,
"Laughable Loves","Kundera, Milan",9780571206926,5,"Faber & Faber",2007/02/20,
"Something Wicked This Way Comes (Green Town, #2)","Bradbury, Ray",9780380729401,3,"Harper Voyager",2007/02/10,
"The Brothers Karamazov","Dostoyevsky, Fyodor",9780374528379,5,"Farrar, Straus and Giroux",2007/02/07,
"Two Early Tudor Lives: The Life and Death of Cardinal Wolsey by George Cavendish, The Life of Sir Thomas More by William Roper","Cavendish, George",9780300002393,4,"Yale University Press",2008/09/18,
"The Force of Nonviolence: The Ethical in the Political","Butler, Judith",9781788732765,5,Verso,2020/05/03,
"The Sense of Order (Wrightsman Lectures 9)","Gombrich, E.H.",9780714822594,4,"Phaidon Press",2020/04/02,
"White Working Class: Overcoming Class Cluelessness in America","Williams, Joan C.",9781633693784,5,"Harvard Business Review Press",2020/03/23,
Despair,"Nabokov, Vladimir",9780679723431,5,Vintage,2020/03/23,
"Art Attack: A Brief Cultural History of the Avant-Garde","Aronson, Marc",9780395797297,5,"Clarion Books",2020/02/26,
Pnin,"Nabokov, Vladimir",9781400041985,4,"Everyman's Library",2020/01/21,
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","McDougall, Christopher",9780307266309,3,Knopf,2019/12/11,
"The Balkans: Nationalism, War and the Great Powers 1804 - 1999","Glenny, Misha",9780140233773,5,Penguin,2019/12/08,
"Mist from the Geyser (The Flamingo Diamond Series)","Pearson, Marc",,5,"Glom Press",2019/12/02,
"The Claw: The Terrible, Beautiful Claw (Flamingo Diamond Sseries #2)","Pearson, Marc",,5,,2019/12/02,
"The Flamingo Diamond","Pearson, Marc",,5,,2019/12/02,
"How Music Works","Byrne, David",9781936365531,5,McSweeney's,2019/11/30,
"Go Ahead in the Rain: Notes to a Tribe Called Quest","Abdurraqib, Hanif",9781477316481,5,"University of Texas Press",2019/10/17,
