Title,Authors,ISBN13,MyRating,Publisher,DateRead,externalLink
"Vattu: The Name & the Mark","Dahm, Evan",2055528900000,5,"self published",2019/09/23,
"And Then the World Blew Up","Fish, Mr.",9781683960423,2,Fantagraphics,2019/09/02,
"The Beauty, Vol. 1","Haun, Jeremy",9781632155504,4,"Image Comics",2019/09/02,
"A Savage Order: How the World's Deadliest Countries Can Forge a Path to Security","Kleinfeld, Rachel",9781978643215,5,"Brilliance Audio",2019/08/26,
"Electoral Politics in Africa Since 1990: Continuity in Change","Bleck, Jaimie",9781107162082,5,"Cambridge University Press",2019/08/15,
"My Struggle: Book Three","Knausgård, Karl Ove",9781935744863,5,Archipelago,2019/08/03,
"Confessions of an Economic Hit Man","Perkins, John",9780452287082,2,Plume,2019/07/20,
"The Color of Law: A Forgotten History of How Our Government Segregated America","Rothstein, Richard",9781631492853,5,Liveright,2019/07/10,
"Emergent Strategy: Shaping Change, Changing Worlds","Brown, Adrienne Maree",9781849352604,4,"A K Pr Distribution",2019/07/05,
"The Information: A History, a Theory, a Flood","Gleick, James",9780375423727,5,"Knopf Doubleday Publishing Group",2019/06/14,
"The Globalizing Cities Reader","Ren, Xuefei|Keil, Roger",9781138923690,5,Routledge,2019/06/11,
"Stray Bullets, Vol. 2: Somewhere Out West","Lapham, David",9780972714570,5,"El Capitan",2019/06/08,
"Stray Bullets: Sunshine & Roses, Vol. 1","Lapham, David",9781534307995,5,"Image Comics",2019/06/07,
"Trump Sky Alpha","Doten, Mark",9781555978280,5,"Graywolf Press",2019/05/21,
"Gotham Writers' Workshop: Writing Fiction: The Practical Guide From New York's Acclaimed Creative Writing School","Steele, Alexander",9781582343303,5,"Bloomsbury USA",2019/05/12,
"State-Building in Kosovo: Democracy, Corruption and the EU in the Balkans","Capussela, Andrea Lorenzo",9781780769158,4,"I.B. Tauris",2019/05/05,
"The Songs of Trees: Stories from Nature's Great Connectors","Haskell, David George",9780525427520,3,Viking,2019/04/28,
"The Three-Body Problem (Remembrance of Earth’s Past #1)","Cixin, Liu",9780765377067,4,"Tor Books",2019/04/06,
"Speak, Memory","Nabokov, Vladimir",9780679723394,5,Vintage,2019/03/19,
"Goodnight Punpun Omnibus, Vol. 1","Asano, Inio",9781421586205,5,"VIZ Media LLC",2019/03/19,
Intersectionality,"Collins, Patricia Hill",9780745684499,4,"Polity Press",2019/03/16,
"Leaf Supply: A Guide to Keeping Happy House Plants","Camilleri, Lauren",9781925418637,0,"Smith Street Books",2019/03/16,
"The Revenge of Analog: Real Things and Why They Matter","Sax, David",9781610395717,1,PublicAffairs,2019/03/12,
"When Species Meet","Haraway, Donna J.",9780816650460,5,"University of Minnesota Press",2019/03/09,
"The Death and Life of Great American Cities","Jacobs, Jane",9780375508738,5,"Random House",2019/03/01,
"Why Not Eat Insects?","Holt, Vincent M.",9780946014125,5,"Pryor Publications",2019/02/14,
"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies","West, Geoffrey B.",9781594205583,3,"Penguin Press",2019/02/12,
"Information Architecture for the World Wide Web: Designing Large-Scale Web Sites","Morville, Peter",9780596527341,0,"O'Reilly Media",2019/02/12,
"Adulthood Rites (Xenogenesis, #2)","Butler, Octavia E.",9780446603782,4,Aspect,2019/01/19,
"Dawn (Xenogenesis, #1)","Butler, Octavia E.",9780446603775,5,"Warner Books",2019/01/19,
"Lincoln in the Bardo","Saunders, George",9780812995343,4,"Random House",2019/01/03,
"The Journals of Lewis and Clark","Lewis, William Clark Meriwether",,0,anboco,2018/10/19,
"My Struggle: Book 3","Knausgård, Karl Ove",,0,"Farrar, Straus and Giroux",2018/10/16,
"Animosity, Vol. 1: The Wake","Bennett, Marguerite",9781935002895,0,"AfterShock Comics",2018/03/07,
"Creative Evolution","Bergson, Henri",9781596053090,0,"Cosimo Classics",2017/03/20,
Bergsonism,"Deleuze, Gilles",9780942299076,0,"Zone Books",2017/03/20,
"Slade House","Mitchell, David",,3,"Random House",2017/03/18,
"The City of Tomorrow and Its Planning","Corbusier, Le",9780486253329,0,"Dover Publications",2017/01/02,
"American Innovations","Galchen, Rivka",9780374280475,0,"Farrar, Straus and Giroux",2017/01/02,
"Moby-Dick or, the Whale","Melville, Herman",9780142437247,5,"Penguin Classics",2016/01/01,
"Between the World and Me","Coates, Ta-Nehisi",9780812993547,5,"Spiegel & Grau",2016/01/01,
"Tales from Earthsea (Earthsea Cycle, #5)","Le Guin, Ursula K.",9780441011247,0,Ace,2016/01/01,
"Tehanu (Earthsea Cycle, #4)","Le Guin, Ursula K.",9781416509639,0,"Pocket Books",2016/01/01,
"The Farthest Shore (Earthsea Cycle, #3)","Le Guin, Ursula K.",9781416509646,0,"Gallery Books",2016/01/01,
"The Tombs of Atuan (Earthsea Cycle, #2)","Le Guin, Ursula K.",9780689845369,0,"Gallery / Saga Press",2016/01/01,
"Saga #1","Vaughan, Brian K.",,0,"Image Comics",2015/03/30,
"Transmetropolitan, Vol. 4: The New Scum","Ellis, Warren",9781563896279,2,Vertigo,2014/04/01,
"Cognitive Surplus: Creativity and Generosity in a Connected Age","Shirky, Clay",9781594202537,0,"Penguin Press",2013/10/19,
"Voices from the Farm: Adventures in Community Living","Fike, Rupert",9781570670510,5,"Book Publishing Company (TN)",2013/01/04,
"The Fellowship of the Ring (The Lord of the Rings, #1)","Tolkien, J.R.R.",9780618346257,2,"Houghton Mifflin Harcourt",2012/08/14,
"Battle Royale","Takami, Koushun",9781569317785,0,"VIZ, LLC",2012/01/22,
"Invisible Man","Ellison, Ralph",9780679601395,5,Vintage,2010/07/17,
"Terrorism in the Late Victorian Novel","Melchiori, Barbara Arnett",9780709935834,5,"Croom Helm",2009/09/18,
"The Aesthetics of Comics","Carrier, David",9780271021881,3,"Penn State University Press",2008/12/07,
"Bottomless Belly Button","Shaw, Dash",9781560979159,5,Fantagraphics,2008/11/20,
"Black Mane","Lariccia, Michael V.",9780977014309,3,,2008/11/20,
"Drawn & Quarterly Showcase: Book One","Oliveros, Chris",9781896597621,5,"Drawn and Quarterly",2008/11/20,
"The Complete Crumb Comics, Vol. 8: Featuring the Death of Fritz the Cat","Crumb, Robert",9781560970767,5,Fantagraphics,2008/11/20,
"The Complete Buddy Bradley Stories from Hate Comics, Vol. 1: Buddy Does Seattle, 1990-1994","Bagge, Peter",9781560976233,4,Fantagraphics,2008/11/20,
"The Complete Crumb Comics, Vol. 1: The Early Years of Bitter Struggle","Crumb, Robert",9780930193423,2,"Fantagraphics Books",2008/10/30,
"Chaotique #1","Dreyer, Chris",9771937529001,5,"Dreyer Press",2008/10/16,
"World War Hulk","Pak, Greg",9780785126706,4,Marvel,2008/10/16,
"The Power and the Glory","Greene, Graham",9780142437308,5,"Penguin Books",2008/05/13,
"A Passage to India: A Reader's Guide to Essential Criticism ","Jay, Betty",9781840460278,4,"Palgrave Macmillan",2008/05/12,
"All the Pretty Horses","McCarthy, Cormac",9780739412534,4,Vintage,2008/05/12,
"Howards End","Forster, E.M.",9780486424545,5,"Dover Publications",2008/05/12,
"Ethan Frome","Wharton, Edith",9780142437803,5,"Penguin Classics",2008/05/12,
"The Mother's Recompense","Wharton, Edith",9780684825311,4,Scribner,2008/05/12,
"The Best American Short Stories 2004","Moore, Lorrie",9780618197354,4,"Mariner Books",2008/05/12,
"Discipline and Punish: The Birth of the Prison","Foucault, Michel",9780679752554,5,Vintage,2008/05/12,
"Nine Stories","Salinger, J.D.",9780316767729,5,"Little, Brown and Company",2008/05/12,
"Raise High the Roof Beam, Carpenters & Seymour: An Introduction","Salinger, J.D.",9780316766944,5,"Back Bay Books",2008/05/12,
"Cat's Cradle","Jr., Kurt Vonnegut",9780140285604,4,Penguin,2008/05/12,
Slaughterhouse-Five,"Jr., Kurt Vonnegut",9780385333849,5,"Dial Press",2008/05/12,
"God Bless You, Mr. Rosewater","Jr., Kurt Vonnegut",9780385333474,4,"Dial Press",2008/05/12,
"Girl with a Pearl Earring","Chevalier, Tracy",9780452287020,4,Plume/Penguin,2008/05/12,
Cathedral,"Carver, Raymond",9780679723691,5,"Vintage Contemporaries",2008/05/12,
"Where I'm Calling From: New and Selected Stories","Carver, Raymond",9780679722311,5,"Vintage Contemporaries",2008/05/12,
"The Painted Drum","Erdrich, Louise",9780060515119,5,"Harper Perennial",2008/05/12,
"Love Medicine","Erdrich, Louise",9780060786465,5,"Harper Perennial Modern Classics",2008/05/12,
"Tender is the Night","Fitzgerald, F. Scott",9780141183596,5,"Penguin Classics",2008/05/12,
"Continental Drift","Banks, Russell",9780060854942,5,"Harper Perennial Modern Classics",2008/05/05,
"Portrait in Sepia","Allende, Isabel",9780060898489,5,"Harper Perennial",2008/05/05,
"Midnight in the Garden of Good and Evil","Berendt, John",9780679751526,4,Vintage,2008/05/05,
"The Old Man and the Sea","Hemingway, Ernest",9780684830490,5,Scribner,2008/05/05,
"The World Is Flat: A Brief History of the Twenty-first Century","Friedman, Thomas L.",9780374292799,3,"Farrar, Straus and Giroux (NY)",2008/05/05,
"Rubicon: The Last Years of the Roman Republic","Holland, Tom",9781400078974,5,Anchor,2008/05/05,
"The French Lieutenant's Woman","Fowles, John",9780099478331,4,Vintage,2008/05/05,
"To Kill a Mockingbird","Lee, Harper",9780060935467,4,"Harper Perennial Modern Classics",2008/05/05,
"The Five People You Meet in Heaven","Albom, Mitch",9781401308582,1,Hyperion,2008/05/05,
"Animal Farm","Orwell, George",9780452284241,3,NAL,2008/05/05,
"The Red Tent","Diamant, Anita",9780312353766,3,"St. Martin's Press",2008/05/05,
"The Giving Tree","Silverstein, Shel",9780060256654,4,"HarperCollins Publishers",2008/05/05,
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)","Rowling, J.K.",9780439655484,3,"Scholastic Inc.",2008/05/05,
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)","Rowling, J.K.",9780439064866,3,"Arthur A. Levine Books / Scholastic Inc.",2008/05/05,
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","Rowling, J.K.",,3,"Scholastic Inc",2008/05/05,
"In the Lake of the Woods","O'Brien, Tim",9780618709861,4,"Mariner Books",2008/05/05,
"The Toughest Indian in the World","Alexie, Sherman",9780802138002,4,"Grove Press",2008/05/05,
"Reservation Blues","Alexie, Sherman",9780802141903,5,"Grove Press",2008/05/05,
"The Lone Ranger and Tonto Fistfight in Heaven","Alexie, Sherman",9780802141675,4,"Grove Press",2008/05/05,
Survivor,"Palahniuk, Chuck",9780099282648,4,Vintage,2008/05/05,
"Invisible Monsters","Palahniuk, Chuck",9780099285441,4,Vintage,2008/05/05,
"Fight Club","Palahniuk, Chuck",9780393327342,3,"W.W. Norton & Company (NYC)",2008/05/05,
"A Room of One's Own","Woolf, Virginia",9780141183534,4,"Penguin Books",2008/05/05,
"Mrs. Dalloway","Woolf, Virginia",9780151009985,5,"Houghton Mifflin Harcourt",2008/05/05,
Ignorance,"Kundera, Milan",9780060002107,4,"Harper Perennial",2008/05/05,
Identity,"Kundera, Milan",9780060930318,4,"Harper Perennial",2008/05/05,
"The Book of Laughter and Forgetting","Kundera, Milan",9780060932145,5,"HarperPerennial Modern Classics",2008/05/05,
"You Must Remember This","Oates, Joyce Carol",9780452280199,4,Plume,2008/05/05,
"Memories of the Ford Administration","Updike, John",9780140178586,4,"Penguin Books",2008/05/05,
"Rabbit Is Rich (Rabbit Angstrom, #3)","Updike, John",9780140249439,4,"Penguin Books Ltd",2008/05/05,
"Rabbit at Rest (Rabbit Angstrom #4)","Updike, John",9780449911945,5,"Random House Trade",2008/05/05,
"Rabbit Redux (Rabbit Angstrom #2)","Updike, John",9780449911938,4,"Random House Trade Paperbacks",2008/05/05,
"Rabbit, Run (Rabbit Angstrom #1)","Updike, John",9780449911655,4,"Random House",2008/05/05,
"Hardboiled & Hard Luck","Yoshimoto, Banana",9780802142627,3,"Grove Press",2008/03/03,
"Women in Love","Lawrence, D.H.",9780486424583,5,"Dover Publications",2008/03/03,
"American Pastoral (The American Trilogy, #1)","Roth, Philip",9780099771814,3,Vintage,2008/03/03,
"Bee Season","Goldberg, Myla",9780385498807,3,Anchor,2008/03/03,
"The Catcher in the Rye","Salinger, J.D.",9780316769174,4,"Back Bay Books",2008/03/03,
"The Great Gatsby","Fitzgerald, F. Scott",9780743273565,5,Scribner,2008/03/03,
1984,"Orwell, George",9780451524935,5,"New American Library",2008/03/03,
"The Adventures of Huckleberry Finn","Twain, Mark",9780142437179,4,"Penguin Classics",2008/03/03,
Housekeeping,"Robinson, Marilynne",9780312424091,4,"Picador USA",2008/03/03,
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)","Maguire, Gregory",9780060987107,2,"William Morrow Paperbacks",2008/03/03,
"The Kite Runner","Hosseini, Khaled",,3,"Riverhead Books",2008/03/03,
Indecision,"Kunkel, Benjamin",9780330444576,3,Picador,2008/03/03,
"Ishmael: An Adventure of the Mind and Spirit (Ishmael, #1)","Quinn, Daniel",9780553375404,2,Bantam,2008/03/03,
"Catch-22 (Catch-22, #1)","Heller, Joseph",9780684833392,4,"Simon & Schuster ",2008/03/03,
"Heart of Darkness","Conrad, Joseph",9781892295491,3,"Green Integer",2008/03/03,
"Jurassic Park (Parque Jurásico, #1)","Crichton, Michael",9789871138807,3,"DeBolsillo (Argentina)",2008/03/03,
Anthem,"Rand, Ayn",9780452281257,3,NAL,2008/03/03,
Siddhartha,"Hesse, Hermann",9782253008484,4,"Le Livre de Poche",2008/03/03,
"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World","Kidder, Tracy",9780812973013,2,"Random House Trade",2008/03/03,
"The Unbearable Lightness of Being","Kundera, Milan",9780571224388,4,"Harper Perennial",2008/03/03,
"Speaker for the Dead (Ender’s Saga, #2)","Card, Orson Scott",9780812550757,3,"Tor Books",2008/03/03,
"Breakfast of Champions","Jr., Kurt Vonnegut",9780385334204,4,"Dell Publishing",2008/03/03,
"Of Mice and Men","Steinbeck, John",9780142000670,3,"Penguin Books",2008/03/03,
"The Lost World (Jurassic Park #2)","Crichton, Michael",9780752224411,2,"Alfred A. Knopf, Inc.",2008/03/03,
"Wuthering Heights","Brontë, Emily",9780671014803,4,"Washington Square Press / Pocket Books",2008/03/03,
"Franny and Zooey","Salinger, J.D.",9780316769020,5,"Back Bay Books",2008/03/03,
"Neuromancer (Sprawl, #1)","Gibson, William",9780441007462,4,"Ace Books",2008/03/03,
Velocity,"Koontz, Dean",9780553588255,1,Bantam,2008/03/03,
"Middlesex ","Eugenides, Jeffrey",9780676975659,4,"Vintage Canada",2008/03/03,
"The Curious Incident of the Dog in the Night-Time","Haddon, Mark",9781400032716,3,Vintage,2008/03/03,
"Life of Pi","Martel, Yann",9780770430078,3,"Seal Books",2008/03/03,
"The Return of the Native","Hardy, Thomas",9780375757181,5,"Modern Library",2008/03/03,
"Far From the Madding Crowd","Hardy, Thomas",9780141439655,5,"Penguin Books",2008/03/03,
"For Whom the Bell Tolls","Hemingway, Ernest",,5,Scribner,2008/03/03,
"A Farewell to Arms","Hemingway, Ernest",9780099910107,5,"Arrow Books",2008/03/03,
"The Sun Also Rises","Hemingway, Ernest",,5,"Pan Books",2008/03/03,
N.P,"Yoshimoto, Banana",9780802142993,4,"Grove Press",2008/03/03,
Kitchen,"Yoshimoto, Banana",9780802142443,5,"Grove Press",2008/03/03,
"Cerebus (Cerebus, #1)","Sim, Dave",9780919359086,3,Aardvark-Vanaheim,2008/03/03,
"Madman Adventures Collection","Allred, Mike",9780878163144,5,"Kitchen Sink Press",2008/03/03,
"Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3)","Vaughan, Brian K.",9781401202019,5,Vertigo,2008/03/03,
"Y: The Last Man, Vol. 2: Cycles (Y: The Last Man, #2)","Vaughan, Brian K.",9781401200763,5,Vertigo,2008/03/03,
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man, #1)","Vaughan, Brian K.",9781563899805,5,Vertigo,2008/03/03,
"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)","Miller, Frank",9781593072933,4,"Dark Horse",2008/03/03,
"Concrete, Volume 2: Heights","Chadwick, Paul",9781593074203,4,"Dark Horse Books",2008/03/03,
"Concrete, Volume 1: Depths","Chadwick, Paul",9781593073435,4,"Dark Horse Books",2008/03/03,
"Amphigorey Also (Amphigorey, #3)","Gorey, Edward",9780156056724,5,"Mariner Books",2008/03/03,
"Bone: The Complete Edition","Smith, Jeff",9781888963144,5,"Cartoon Books",2008/03/03,
