BookId,Title,Author,AuthorLF,AdditionalAuthors,ISBN,ISBN13,MyRating,AverageRating,Publisher,Binding,NumberOfPages,YearPublished,OriginalPublicationYear,DateRead,DateAdded,Bookshelves,BookshelvesWithPositions,ExclusiveShelf,MyReview,Spoiler,PrivateNotes,ReadCount,RecommendedFor,RecommendedBy,OwnedCopies,OriginalPurchaseDate,OriginalPurchaseLocation,Condition,ConditionDescription,BCID
18077752,Acceptance (Southern Reach #3),Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104115""","=""9780374104115""",3,3.58,"Farrar, Straus and Giroux",Paperback,341,2014,2014,2015/07/04,2015/08/22,,,read,,,,1,,,0,,,,,
18077769,Authority (Southern Reach #2),Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104107""","=""9780374104108""",3,3.51,"Farrar, Straus and Giroux",Paperback,341,2014,2014,2015/07/03,2015/08/22,,,read,,,,1,,,0,,,,,
17934530,Annihilation (Southern Reach #1),Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",5,3.69,"Farrar, Straus and Giroux",Paperback,195,2014,2014,2015/07/01,2015/08/22,,,read,,,,1,,,0,,,,,
2195464,What I Talk About When I Talk About Running,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0307269191""","=""9780307269195""",3,3.85,Knopf Publishing Group,Hardcover,188,2008,2007,2015/08/10,2015/08/22,,,read,,,,1,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",5,4.40,Crown,Hardcover,369,2014,2012,2015/08/15,2015/08/22,,,read,,,,1,,,0,,,,,
13642,A Wizard of Earthsea (Earthsea Cycle #1),Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0553383043""","=""9780553383041""",5,3.99,Bantam Spectra,Paperback,183,2004,1968,2015/08/22,2015/08/22,,,read,,,,1,,,0,,,,,
52853,The Victorian Internet,Tom Standage,"Standage, Tom",,"=""0425171698""","=""9780425171691""",5,3.93,Berkley Trade,Paperback,240,1999,1998,2015/04/15,2015/05/23,,,read,,,,1,,,0,,,,,
20821159,The Peripheral (The Peripheral #1),William Gibson,"Gibson, William",,"=""0399158448""","=""9780399158445""",5,3.95,Berkley,Hardcover,485,2014,2014,2015/05/18,2015/05/23,,,read,This is the best sci-fi I've read since The City and The City.,,,1,,,0,,,,,
68143,The Wisdom of Crowds,James Surowiecki,"Surowiecki, James",,"=""0385721706""","=""9780385721707""",3,3.81,Anchor,Paperback,306,2005,2004,2015/05/23,2015/05/23,,,read,,,,1,,,0,,,,,
724309,"Batman: No Man's Land, Vol. 2",Greg Rucka,"Rucka, Greg","Bob Gale, Ian Edginton, Lisa Klink, Dennis O'Neil, Guy Davis, Phil Winsdale, Chris Renaud, D'Israeli, Frank Teran, Mike Deodato, Jason Pearson","=""1563895994""","=""9781563895999""",4,3.99,DC Comics,Paperback,208,2000,1999,2015/05/06,2015/05/23,,,read,,,,1,,,0,,,,,
137894,"Batman: No Man's Land, Vol. 1",Bob Gale,"Gale, Bob","Devin Grayson, Alex Maleev, Dale Eaglesham","=""1563895641""","=""9781563895647""",4,4.13,DC Comics,Paperback,198,1999,1999,2015/04/23,2015/05/23,,,read,,,,1,,,0,,,,,
23093367,"Saga, Vol. 4",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1632150778""","=""9781632150776""",5,4.45,Image Comics,Paperback,152,2014,2014,2015/05/17,2015/05/23,,,read,,,,1,,,0,,,,,
23440067,"Lazarus, Vol. 3: Conclave",Greg Rucka,"Rucka, Greg","Michael Lark, Santiago Arcas","=""1632152258""","=""9781632152251""",5,4.22,Image Comics,Paperback,144,2015,2015,2015/05/15,2015/05/23,,,read,,,,1,,,0,,,,,
20299674,"Lazarus, Vol. 2: Lift",Greg Rucka,"Rucka, Greg","Michael Lark, Santiago Arcas","=""1607068710""","=""9781607068716""",5,4.08,Image Comics,Paperback,104,2014,2014,2015/03/16,2015/03/30,,,read,,,,1,,,0,,,,,
18259637,"Lazarus, Vol. 1: Family",Greg Rucka,"Rucka, Greg","Michael Lark, Santiago Arcas","=""1607068095""","=""9781607068099""",5,3.94,Image Comics,Paperback,106,2013,2013,2015/03/15,2015/03/30,,,read,,,,1,,,0,,,,,
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",3,3.82,Vintage Contemporaries / Random House,Paperback,399,1991,1991,2015/01/30,2015/03/30,,,read,,,,1,,,0,,,,,
235662,The Mayor of Castro Street: The Life and Times of Harvey Milk,Randy Shilts,"Shilts, Randy",,"=""0312019009""","=""9780312019006""",0,4.29,St. Martin's Griffin,Paperback,380,1988,1982,2015/03/20,2015/03/30,,,read,,,,1,,,0,,,,,
2924318,Home,Marilynne Robinson,"Robinson, Marilynne",,"=""0374299102""","=""9780374299101""",5,4.01,"Farrar, Straus and Giroux",Hardcover,325,2008,2008,2015/02/15,2015/03/30,,,read,,,,1,,,0,,,,,
365990,"The Crossing (The Border Trilogy, #2)",Cormac McCarthy,"McCarthy, Cormac",,"=""0394574753""","=""9780394574752""",5,4.13,Knopf Publishing Group,Hardcover,426,1994,1994,2015/01/05,2015/02/02,,,read,,,,1,,,0,,,,,
6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""030726999X""","=""9780307269997""",5,4.22,Knopf,Hardcover,563,2010,2007,2014/12/31,2015/01/04,,,read,,,,1,,,0,,,,,
5060378,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0307269981""","=""9780307269980""",5,4.24,Alfred A. Knopf,Hardcover,503,2009,2006,2014/12/17,2015/01/04,,,read,,,,1,,,0,,,,,
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""""","=""""",5,4.13,Knopf,Hardcover,465,2008,2005,2014/12/04,2015/01/04,,,read,,,,1,,,0,,,,,
2527900,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,"Thaler, Richard H.",Cass R. Sunstein,"=""0300122233""","=""9780300122237""",4,3.84,Yale University Press,Hardcover,304,2008,2008,2015/01/04,2013/10/27,,,read,,,,1,,,0,,,,,
21480930,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""0553418351""","=""9780553418354""",4,4.07,Broadway Books,Mass Market Paperback,560,2014,2012,2014/11/17,2014/11/18,,,read,,,,1,,,0,,,,,
1382939,Burning Daylight,Jack London,"London, Jack",,"=""160096124X""","=""9781600961243""",4,4.02,Waking Lion Press,Paperback,339,2008,1902,2014/10/15,2014/11/06,,,read,,,,1,,,0,,,,,
17933882,Aphex Twin's Selected Ambient Works Volume II,Marc Weidenbaum,"Weidenbaum, Marc",,"=""1623568900""","=""9781623568900""",4,3.35,Bloomsbury Academic,Paperback,144,2014,2014,2014/11/05,2014/11/05,,,read,,,,1,,,0,,,,,
469571,"All the Pretty Horses (The Border Trilogy, #1)",Cormac McCarthy,"McCarthy, Cormac",,"=""0679744398""","=""9780679744399""",5,3.99,Vintage,Paperback,302,1993,1992,2014/11/05,2014/11/05,,,read,,,,1,,,0,,,,,
12497,No Country for Old Men,Cormac McCarthy,"McCarthy, Cormac",,"=""0375706674""","=""9780375706677""",5,4.14,Vintage,Paperback,309,2006,2005,2014/10/15,2014/11/05,,,read,,,,1,,,0,,,,,
16690,The Moon is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",1,4.17,Hodder & Stoughton,Paperback,288,2005,1966,2014/10/09,2014/10/09,,,read,"This novel is deeply racist, gleefully misogynist, and unpleasantly cynical.  It's smug, didactic, and thinly plotted.  There are a couple of neat concepts buried in here.  But my oh my, there's a lot to put up with in exchange.  Bleh!",,,1,,,0,,,,,
63033,The Savage Detectives,Roberto Bolaño,"Bolaño, Roberto",Natasha Wimmer,"=""0374191484""","=""9780374191481""",5,4.12,"Farrar, Straus and Giroux",Hardcover,577,2007,1998,2014/10/01,2014/10/04,,,read,,,,1,,,0,,,,,
2767,A People's History of the United States,Howard Zinn,"Zinn, Howard",,"=""0060838655""","=""9780060838652""",5,4.08,Harper Perennial,Paperback,729,2005,1980,2014/09/15,2014/10/04,,,read,,,,1,,,0,,,,,
17465735,RASL,Jeff Smith,"Smith, Jeff",Steve Hamaker,"=""1888963379""","=""9781888963373""",5,3.73,Cartoon Books,Hardcover,468,2013,2013,2014/09/08,2014/09/08,,,read,,,,1,,,0,,,,,
10357575,1Q84,Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",5,3.92,Knopf,Hardcover,925,2011,2009,2014/08/18,2014/08/22,,,read,,,,1,,,0,,,,,
26919,Continental Drift,Russell Banks,"Banks, Russell",,"=""0060854944""","=""9780060854942""",5,3.87,Harper Perennial Modern Classics,Paperback,408,2007,1985,,2008/05/05,,,read,,,,1,,,0,,,,,
837422,In a Glass Darkly,J. Sheridan Le Fanu,"Fanu, J. Sheridan Le",,"=""0192839470""","=""9780192839473""",5,3.85,Oxford University Press,Paperback,384,1999,1872,2010/07/08,2014/07/08,,,read,,,,1,,,0,,,,,
323929,High Lonesome,Louis L'Amour,"L'Amour, Louis",,"=""0553259725""","=""9780553259728""",3,3.95,Bantam,Paperback,160,1962,1962,2014/05/08,2014/07/08,,,read,,,,1,,,0,,,,,
465772,The Quick and the Dead,Louis L'Amour,"L'Amour, Louis",,"=""0553280848""","=""9780553280845""",3,3.93,Bantam,Paperback,208,1982,1973,2014/05/08,2014/07/08,,,read,,,,1,,,0,,,,,
394535,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",5,4.17,Vintage Books,Paperback,337,1992,1985,2014/06/01,2014/07/08,,,read,,,,1,,,0,,,,,
19529623,History of the State of Washington,Edmond S. Meany,"Meany, Edmond S.",,"=""1230314407""","=""9781230314402""",4,2.50,Theclassics.Us,Paperback,144,2013,2013,2014/07/06,2014/07/08,,,read,,,,1,,,0,,,,,
257845,True Grit,Charles Portis,"Portis, Charles",,"=""1585673692""","=""9781585673698""",5,4.15,Harry N. Abrams,Paperback,224,2002,1968,2014/07/07,2014/07/08,,,read,,,,1,,,0,,,,,
18122,"The Amber Spyglass  (His Dark Materials, #3)",Philip Pullman,"Pullman, Philip",,"=""0440238153""","=""9780440238157""",2,4.09,Laurel Leaf,Mass Market Paperback,467,2003,2000,2014/05/10,2014/05/11,,,read,,,,1,,,0,,,,,
119324,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,"Pullman, Philip",,"=""0679879250""","=""9780679879251""",3,4.13,Alfred A. Knopf Books for Young Readers,Hardcover,326,1997,1997,2014/05/01,2014/05/11,,,read,,,,1,,,0,,,,,
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",4,3.98,Alfred A. Knopf Books for Young Readers,Hardcover,399,1996,1995,2014/04/15,2014/05/11,,,read,,,,1,,,0,,,,,
43049,The Sea Wolf,Jack London,"London, Jack",,"=""1598184318""","=""9781598184310""",4,4.04,Alan Rodgers Books,Paperback,425,2005,1904,2014/03/01,2014/04/01,,,read,,,,1,,,0,,,,,
17131868,"Nowhere Men, Vol. 1: Fates Worse Than Death",Eric Stephenson,"Stephenson, Eric","Nate Bellegarde, Jordie Bellaire, Fonografiks","=""1607066912""","=""9781607066910""",4,3.81,Image Comics,Paperback,184,2013,2012,2014/03/27,2014/04/01,,,read,,,,1,,,0,,,,,
19358975,"Saga, Vol. 3",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1607069318""","=""9781607069317""",5,4.53,Image Comics,Paperback,144,2014,2014,2014/03/22,2014/04/01,,,read,,,,1,,,0,,,,,
17131869,"Saga, Vol. 2",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1607066920""","=""9781607066927""",5,4.54,Image Comics,Paperback,160,2013,2013,2014/03/21,2014/04/01,,,read,,,,1,,,0,,,,,
15704307,"Saga, Vol. 1",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1607066017""","=""9781607066019""",5,4.20,Image Comics,Paperback,176,2012,2012,2014/03/20,2014/04/01,,,read,,,,1,,,0,,,,,
22421,"Transmetropolitan, Vol. 4: The New Scum",Warren Ellis,"Ellis, Warren","Darick Robertson, Rodney Ramos, Keith Akin","=""1563896273""","=""9781563896279""",2,4.39,Vertigo,Paperback,133,2000,2000,,2014/04/01,,,read,,,,1,,,0,,,,,
22418,"Transmetropolitan, Vol. 3: Year of the Bastard",Warren Ellis,"Ellis, Warren","Darick Robertson, Rodney Ramos","=""1563895684""","=""9781563895685""",2,4.41,Vertigo,Paperback,144,1999,1999,2014/03/15,2014/04/01,,,read,,,,1,,,0,,,,,
17309467,"In Search Of Lost Time, Vol 6: Time Regained and A Guide to Proust",Marcel Proust,"Proust, Marcel","Terence Kilmartin, D.J. Enright, C.K. Scott Moncrieff","=""1409019098""","=""9781409019091""",5,4.49,Vintage Digital,ebook,704,2010,1927,2013/06/07,2013/06/08,,,read,,,,1,,,0,,,,,
18798,"The Guermantes Way  (In Search of Lost Time, #3)",Marcel Proust,"Proust, Marcel","Mark Treharne, Christopher Prendergast","=""0143039229""","=""9780143039228""",5,4.30,Penguin Classics,Paperback,619,2005,1920,2009/05/26,2008/08/24,"2008, 2009","2008 (#50), 2009 (#32)",read,,,,1,,,0,,,,,
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",5,3.97,Alfred A. Knopf,Hardcover,241,2006,2006,2014/02/18,2014/02/24,,,read,,,,1,,,0,,,,,
11093116,"Bitters: A Spirited History of a Classic Cure-All, with Cocktails, Recipes, and Formulas",Brad Thomas Parsons,"Parsons, Brad Thomas",Ed Anderson,"=""1580083595""","=""9781580083591""",4,4.11,Ten Speed Press,Hardcover,231,2011,2011,2014/01/24,2014/01/04,,,read,,,,1,,,0,,,,,
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",4,4.00,William Morrow Books,Hardcover,181,2013,2013,2014/02/17,2014/02/24,,,read,,,,1,,,0,,,,,
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0965341984""","=""9780965341981""",5,4.17,Knopf,Paperback,607,1997,1994,2014/02/07,2014/01/22,,,read,,,,1,,,0,,,,,
4703581,The City & the City,China Miéville,"Miéville, China",,"=""0345497511""","=""9780345497512""",5,3.92,Del Rey,Hardcover,312,2009,2009,2014/01/21,2013/10/19,,,read,,,,1,,,0,,,,,
8192278,"Autobiography of Mark Twain, Volume 1: The Complete and Authoritative Edition",Mark Twain,"Twain, Mark","Harriet E. Smith, Benjamin Griffin, Victor Fischer, Michael B. Frank, Sharon K. Goetz, Leslie Diane Myrick","=""0520267192""","=""9780520267190""",1,3.86,University of California Press,Hardcover,760,2010,1925,2014/01/12,2011/02/12,2011,2011 (#3),read,,,,1,,,0,,,,,
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Henry Gifford, Aylmer Maude, Louise Maude","=""""","=""""",5,4.12,Oxford University Press,Paperback,1392,1998,1867,2014/01/12,2013/10/27,,,read,,,,1,,,0,,,,,
13054162,"The Gardens of Democracy: A New American Story of Citizenship, the Economy, and the Role of Government",Eric Liu,"Liu, Eric",Nick Hanauer,"=""1570618232""","=""9781570618239""",4,3.87,Sasquatch Books,Hardcover,192,2011,2011,2014/01/04,2014/01/04,,,read,,,,1,,,0,,,,,
357,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",Douglas Adams,"Adams, Douglas",,"=""0671742515""","=""9780671742515""",2,4.06,Pocket Books,Mass Market Paperback,307,1991,1988,2013/11/24,2013/11/24,,,read,,,,1,,,0,,,,,
13330761,The Dog Stars,Peter Heller,"Heller, Peter",,"=""0307959945""","=""9780307959942""",4,3.92,Knopf,Hardcover,336,2012,2012,2013/11/16,2013/11/23,,,read,,,,1,,,0,,,,,
13644998,Wizzywig: Portrait of a Serial Hacker,Ed Piskor,"Piskor, Ed",,"=""1603090975""","=""9781603090971""",5,3.67,Top Shelf Productions,Hardcover,288,2012,2012,2013/11/03,2013/11/04,comics,comics (#90),read,,,,1,,,0,,,,,
12799077,The Information Diet: A Case for Conscious Consumption,Clay A. Johnson,"Johnson, Clay A.",,"=""1449304680""","=""9781449304683""",2,3.51,O'Reilly,Hardcover,150,2012,2011,2013/02/14,2013/02/18,,,read,,,,1,,,0,,,,,
6753,Brief Interviews with Hideous Men,David Foster Wallace,"Wallace, David Foster",,"=""034911188X""","=""9780349111889""",3,3.86,Abacus,Paperback,273,2000,1999,2013/10/12,2013/10/12,,,read,,,,1,,,0,,,,,
7614793,Cognitive Surplus: Creativity and Generosity in a Connected Age,Clay Shirky,"Shirky, Clay",,"=""1594202532""","=""9781594202537""",0,3.81,Penguin Press,Hardcover,242,2010,2010,,2013/10/19,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
34897,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,"=""0765305119""","=""9780765305114""",2,4.25,Tor Books,Mass Market Paperback,624,2002,1991,2013/10/11,2013/10/12,,,read,,,,1,,,0,,,,,
52861,After the Victorians: The Decline of Britain in the World,A.N. Wilson,"Wilson, A.N.",,"=""0312425155""","=""9780312425159""",3,3.91,Picador,Paperback,624,2006,2005,2013/08/29,2013/08/30,,,read,,,,1,,,0,,,,,
17942169,The foundation for an open source city,Jason Hibbets,"Hibbets, Jason",,"=""1300923172""","=""9781300923176""",5,3.27,Lulu,Paperback,148,2013,2013,2013/08/11,2013/08/16,opengov,opengov (#1),read,,,,1,,,0,,,,,
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,"=""0812517725""","=""9780812517729""",2,4.23,Tor Books,Mass Market Paperback,705,1991,1990,2013/08/01,2013/08/10,,,read,,,,1,,,0,,,,,
11762,White Noise,Don DeLillo,"DeLillo, Don",,"=""0140283307""","=""9780140283303""",5,3.87,Penguin Books,Paperback,320,1999,1985,2013/07/14,2013/07/20,,,read,,,,1,,,0,,,,,
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",3,4.18,Tor Books,Mass Market Paperback,814,1990,1990,2013/07/11,2013/07/20,,,read,,,,1,,,0,,,,,
806626,"Dream City: Race, Power, and the Decline of Washington, D.C.",Harry S. Jaffe,"Jaffe, Harry S.",Tom Sherwood,"=""0671768468""","=""9780671768461""",5,4.11,Simon & Schuster,Hardcover,352,1994,1994,2013/05/20,2013/06/05,,,read,"An excellent political history of DC, foundation through 1994.  Must read for anyone in the District who isn't Marion Barry himself.",,,1,,,0,,,,,
9443405,The Pale King,David Foster Wallace,"Wallace, David Foster",,"=""0316074233""","=""9780316074230""",4,3.95,"Little, Brown & Company",Hardcover,548,2011,2011,2013/04/06,2013/05/06,,,read,,,,1,,,0,,,,,
112,Children of Dune (Dune Chronicles #3),Frank Herbert,"Herbert, Frank",,"=""""","=""""",3,3.93,Ace Books,Mass Market Paperback,408,1987,1976,2013/03/13,2013/03/14,,,read,,,,1,,,0,,,,,
106,Dune Messiah (Dune Chronicles #2),Frank Herbert,"Herbert, Frank",,"=""0441172695""","=""9780441172696""",3,3.88,Ace Books,Mass Market Paperback,331,1987,1969,2013/03/01,2013/03/14,,,read,,,,1,,,0,,,,,
12491550,Big Data Now: Current Perspectives from O'Reilly Radar,O'Reilly Radar Team,"Team, O'Reilly Radar",,"=""""","=""""",4,3.35,,ebook,137,,2011,2013/02/08,2013/02/18,,,read,,,,1,,,0,,,,,
6718522,How to Hike the AT: The Nitty-Gritty Details of a Long-Distance Trek,Michelle Ray,"Ray, Michelle",,"=""0811735427""","=""9780811735421""",5,3.87,Stackpole Books,Paperback,260,2008,2008,2013/02/02,2013/02/02,,,read,,,,1,,,0,,,,,
797611,Voices from the Farm: Adventures in Community Living,Rupert Fike,"Fike, Rupert",,"=""157067051X""","=""9781570670510""",5,3.73,Book Publishing Company (TN),Paperback,176,1998,1998,,2013/01/04,2012,2012 (#8),read,,,,1,,,0,,,,,
13064460,Windeye,Brian Evenson,"Evenson, Brian",,"=""1566892988""","=""9781566892988""",5,4.01,Coffee House Press,Paperback,188,2012,2010,2012/11/11,2012/11/13,,,read,,,,1,,,0,,,,,
323455,De Profundis,Oscar Wilde,"Wilde, Oscar","George Arthur Lareau, Luca Scarlini","=""""","=""""",4,4.19,Fontamara,Paperback,188,1993,1905,2010/08/28,2010/09/11,"2010, thesis, for-school","2010 (#44), thesis (#16), for-school (#51)",read,,,,1,,,0,,,,,
289751,Proust and the Squid: The Story and Science of the Reading Brain,Maryanne Wolf,"Wolf, Maryanne",,"=""0060186399""","=""9780060186395""",3,3.81,Harper,Hardcover,308,2007,2007,2012/08/27,2012/09/26,2012,2012 (#7),read,,,,1,,,0,,,,,
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618346252""","=""9780618346257""",2,4.36,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2012/08/14,2012,2012 (#6),read,,,,1,,,0,,,,,
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""0060512806""","=""9780060512804""",5,4.25,Avon,Paperback,1139,2002,1999,2012/07/20,2012/07/20,,,read,,,,1,,,0,,,,,
520414,Shambhala Guide to Traditional Chinese Medicine,Daniel  Reid,"Reid, Daniel",,"=""1570621411""","=""9781570621413""",2,4.09,Shambhala,Paperback,161,1996,1996,2012/06/10,2012/06/13,2012,2012 (#5),read,"The value of Chinese and various other non-Western medical traditions shines through despite the author's bizarre and repeated assertions that AIDS is caused by power lines.  Also, a bit dated in its insistence on pitting Eastern and Western medicine against one another in some sort of grudge match.  Ho hum.  Those reservations aside, Reid does a good job covering a huge amount of material briskly - this is a decent entry point into the world of holistic medicine.",,,1,,,0,,,,,
9214995,The Chronology of Water,Lidia Yuknavitch,"Yuknavitch, Lidia",,"=""0979018838""","=""9780979018831""",5,4.24,Hawthorne Books,Paperback,310,2011,2011,2012/06/03,2012/06/06,,,read,,,,1,,,0,,,,,
5583488,The Skating Rink,Roberto Bolaño,"Bolaño, Roberto",Chris    Andrews,"=""0811217132""","=""9780811217132""",5,3.69,New Directions,Hardcover,182,2009,1993,2012/04/12,2012/04/30,,,read,,,,1,,,0,,,,,
8660865,Encyclopedia of the Exquisite: An Anecdotal History of Elegant Delights,Jessica Kerwin Jenkins,"Jenkins, Jessica Kerwin",,"=""0385529694""","=""9780385529693""",4,3.88,Nan A. Talese,Hardcover,336,2010,2010,2012/04/29,2012/04/30,,,read,,,,1,,,0,,,,,
7723,The Metamorphosis and Other Stories,Franz Kafka,"Kafka, Franz","Jason Baker, Donna Freed","=""1593080298""","=""9781593080297""",5,4.03,Barnes  Noble Classics,Paperback,224,2003,1915,2011/09/09,2011/09/09,2011,2011 (#27),read,,,,1,,,0,,,,,
337116,The Difference Engine ,William Gibson,"Gibson, William",Bruce Sterling,"=""055329461X""","=""9780553294613""",5,3.42,Spectra Books,Paperback,429,1992,1990,2012/03/15,2012/03/18,"2012, coolcatsbookclub","2012 (#3), coolcatsbookclub (#16)",read,,,,1,,,0,,,,,
234225,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",,"=""0340839937""","=""9780340839935""",4,4.23,Hodder & Stoughton,Paperback,604,2006,1965,2012/01/19,2012/01/13,2012,2012 (#2),read,,,,1,,,0,,,,,
57891,Battle Royale,Koushun Takami,"Takami, Koushun",Yuji Oniki,"=""156931778X""","=""9781569317785""",0,4.23,"VIZ, LLC",Paperback,617,2003,1999,,2012/01/22,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""0316921173""","=""9780316921176""",5,4.29,Back Bay Books,Paperback,1088,2005,1996,2012/01/07,2011/06/09,"2012, 2011","2012 (#1), 2011 (#34)",read,,,,1,,,0,,,,,
6708277,Charles Dickens,Michael Slater,"Slater, Michael",,"=""0300112076""","=""9780300112078""",5,4.11,Yale University Press,Hardcover,696,2009,2007,2011/05/01,2010/02/04,"2010, academic, for-school","2010 (#11), academic (#6), for-school (#42)",read,,,,1,,,0,,,,,
8701217,Ruby on Rails 3 Tutorial: Learn Rails by Example (Addison-Wesley Professional Ruby Series),Michael Hartl,"Hartl, Michael",,"=""0321743121""","=""9780321743121""",5,4.17,Addison-Wesley Professional,Paperback,576,2010,2010,2011/09/30,2011/10/20,"2011, tech","2011 (#21), tech (#3)",read,,,,1,,,0,,,,,
10018530,The Secret Ninja Cucumber Scrolls,David de Florinier,"Florinier, David de","Gojko Adzic, Annette de Florinier","=""""","=""""",4,4.00,,ebook,128,2010,2010,2011/10/26,2011/10/20,"2011, tech","2011 (#20), tech (#2)",read,,,,1,,,0,,,,,
344724,Designing Interfaces: Patterns for Effective Interaction Design,Jenifer Tidwell,"Tidwell, Jenifer",,"=""0596008031""","=""9780596008031""",4,3.83,O'Reilly Media,Paperback,352,2005,2005,2011/10/26,2011/10/20,"2011, tech","2011 (#19), tech (#1)",read,,,,1,,,0,,,,,
2180097,"Poison the Cure (Poison the Cure, #1)",Jad Ziade,"Ziade, Jad","Cahill, Alex","=""""","=""""",4,3.75,The New Radio,Graphic Novel,104,2007,2007,2011/10/01,2011/10/06,"comics, spx, 2011","comics (#89), spx (#3), 2011 (#22)",read,,,,1,,,0,,,,,
722367,Falconer,John Cheever,"Cheever, John",,"=""0679737863""","=""9780679737865""",5,3.66,Vintage,Paperback,221,1992,1977,2011/10/01,2011/10/06,2011,2011 (#23),read,,,,1,,,0,,,,,
7619331,A Home for Mr. Easter,Brooke A. Allen,"Allen, Brooke A.",,"=""1561635804""","=""9781561635801""",5,3.57,NBM Publishing,Paperback,197,2010,2010,2011/09/20,2011/10/06,"comics, spx, 2011","comics (#88), spx (#2), 2011 (#24)",read,,,,1,,,0,,,,,
17876,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",Fyodor Dostoyevsky,"Dostoyevsky, Fyodor","Andrew R. MacAndrew, Ben Marcus","=""0451529553""","=""9780451529558""",5,4.18,Signet,Paperback,233,2004,1864,2011/10/06,2011/10/06,2011,2011 (#25),read,,,,1,,,0,,,,,
50142,Hardboiled & Hard Luck,Banana Yoshimoto,"Yoshimoto, Banana",Michael Emmerich,"=""0802142621""","=""9780802142627""",3,3.67,Grove Press,Paperback,149,2006,1999,,2008/03/03,,,read,,,,1,,,0,,,,,
8248700,The Agile Samurai: How Agile Masters Deliver Great Software,Jonathan Rasmusson,"Rasmusson, Jonathan",,"=""""","=""""",4,3.95,The Pragmatic Programmers,ebook,267,2010,2010,2011/09/18,2011/09/20,2011,2011 (#26),read,,,,1,,,0,,,,,
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",4,4.18,Bantam Books,Paperback,212,1998,1988,2011/09/18,2008/05/05,,,read,,,,1,,,0,,,,,
6115136,Rice Boy,Evan Dahm,"Dahm, Evan",,"=""""","=""9781607021339""",5,4.38,ComiXpress,Paperback,548,2008,2007,2011/09/11,2011/09/13,"2011, comics, spx","2011 (#18), comics (#87), spx (#1)",read,,,,1,,,0,,,,,
